Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"18.11.2023 09:05"
Zeitbezug:;MEZ
Messstellen-Name:;"Wenzsiedlung 2"
Messstellen-Nr.:;16702
Ostwert:;689059;Nordwert:;5327916;"ETRS89 / UTM Zone 32N"

Datum;"Grundwasserstand [m ü. NN]";Prüfstatus
2023-11-01;527,94;Rohdaten
2023-11-02;527,93;Rohdaten
2023-11-03;527,98;Rohdaten
2023-11-04;528,04;Rohdaten
2023-11-05;527,97;Rohdaten
2023-11-06;527,93;Rohdaten
2023-11-07;527,93;Rohdaten
2023-11-08;527,93;Rohdaten
2023-11-09;527,94;Rohdaten
2023-11-10;527,92;Rohdaten
2023-11-11;527,92;Rohdaten
2023-11-12;527,92;Rohdaten
2023-11-13;528,01;Rohdaten
2023-11-14;528,25;Rohdaten
2023-11-15;528,62;Rohdaten
2023-11-16;528,55;Rohdaten
2023-11-17;528,46;Rohdaten
